created_at,updated_at,deleted_at,status,version,city,state,neighborhood,last_date_purchase,average_ticket,items_quantity,all_revenue,all_orders,recency,marketing_source
05/04/17 08:13 AM,01/07/21 11:23 AM,,active,6.32.0, Costa,PB,São Tomaz,01/07/21 11:23 AM,266.365626746478,10,2397.29064071831,9,42,direct
02/01/17 07:56 AM,01/07/21 11:23 AM,,active,1.22.6, Santos do Norte,TO,Vila Canto Do Sabiá,01/07/21 11:23 AM,204.940706537487,11,0.0,0,42,organic_search
05/24/16 01:50 AM,01/20/21 11:23 AM,,active,4.21.9, da Mata do Sul,RJ,Vila Vista Alegre,01/20/21 11:23 AM,228.665643352768,10,1829.32514682214,8,29,organic_search
03/21/20 11:20 PM,01/18/21 11:23 AM,,active,4.14.9, Freitas Alegre,SP,Vila Copasa,01/18/21 11:23 AM,212.425481145172,4,2124.25481145172,10,31,paid_search
08/06/18 10:59 AM,01/18/21 11:23 AM,,active,4.32.11, Moraes de Novaes,TO,Santa Rita,01/18/21 11:23 AM,195.930671289913,9,1175.58402773948,6,31,crm
07/31/20 03:25 AM,01/24/21 11:23 AM,,active,4.4.6, Gomes,SC,Flavio Marques Lisboa,01/24/21 11:23 AM,203.425181906215,7,1220.55109143729,6,25,telegram_whatsapp
04/01/20 03:45 PM,01/16/21 11:23 AM,,paused,4.56.7, Castro da Mata,BA,Mangueiras,01/16/21 11:23 AM,231.916671200875,8,2319.16671200875,10,33,organic_search
10/31/16 01:12 AM,01/19/21 11:23 AM,,active,4.2.6, Viana,AM,Conjunto Califórnia I,01/19/21 11:23 AM,209.391961947862,7,628.175885843586,3,30,none
06/21/17 06:41 PM,01/13/21 11:23 AM,,active,3.33.8, Lopes do Galho,SC,Vila São João Batista,01/13/21 11:23 AM,226.018116413357,10,1582.1268148935,7,36,direct
07/20/17 01:37 AM,01/19/21 11:23 AM,,active,5.24.6, Carvalho da Mata,ES,Vila Piratininga Venda Nova,01/19/21 11:23 AM,200.774797001711,10,1204.64878201027,6,30,direct
05/10/16 04:28 AM,01/09/21 11:23 AM,,active,3.35.7, Caldeira Grande,AM,Vila Santa Rosa,01/09/21 11:23 AM,234.874587362309,12,2113.87128626078,9,40,direct
05/02/19 01:31 AM,01/15/21 11:23 AM,,active,4.37.6, Cavalcanti do Campo,AP,Nova Floresta,01/15/21 11:23 AM,191.263022156291,3,1721.36719940661,9,34,direct
02/10/20 03:40 AM,01/23/21 11:23 AM,,active,3.33.7, Viana,RN,Nossa Senhora Aparecida,01/23/21 11:23 AM,197.0958244319,6,0.0,0,26,crm
12/08/18 04:33 PM,01/22/21 11:23 AM,,active,3.35.8, Cunha do Norte,BA,São Marcos,01/22/21 11:23 AM,176.700059741939,8,353.400119483878,2,27,organic_search
02/12/20 12:24 AM,01/07/21 11:23 AM,,active,4.18.9, Jesus Paulista,PR,Jonas Veiga,01/07/21 11:23 AM,213.924349100926,11,0.0,0,42,crm
09/07/19 12:34 AM,01/08/21 11:23 AM,,active,4.19.6, Nogueira do Galho,GO,Boa União 1ª Seção,01/08/21 11:23 AM,262.209479757371,8,1311.04739878686,5,41,organic_search
08/18/20 12:11 PM,01/12/21 11:23 AM,,active,3.31.8, Nogueira de Minas,MS,Floramar,01/12/21 11:23 AM,206.615883023867,9,1033.07941511933,5,37,organic_search
03/05/19 11:38 PM,01/11/21 11:23 AM,,active,2.32.5, Carvalho,DF,Itatiaia,01/11/21 11:23 AM,221.507868390723,10,2436.58655229796,11,38,organic_search
05/02/18 12:32 PM,01/16/21 11:23 AM,,active,4.21.5, Nascimento do Norte,RR,Estrela,01/16/21 11:23 AM,236.141450772437,10,2125.27305695194,9,33,organic_search
08/04/19 07:22 PM,01/14/21 11:23 AM,,active,4.23.8, Porto,AC,Vila Santa Rosa,01/14/21 11:23 AM,211.998760052986,13,1271.99256031791,6,35,crm
10/17/16 05:59 PM,01/23/21 11:23 AM,,active,4.25.11, Carvalho da Serra,RJ,Caiçaras,01/23/21 11:23 AM,220.67335583527,13,882.693423341082,4,26,direct
03/14/19 05:52 AM,01/21/21 11:23 AM,,active,3.30.6, Silva da Praia,CE,Santa Rosa,01/21/21 11:23 AM,177.097117278761,4,1948.06829006637,11,28,organic_search
07/05/19 04:30 AM,07/01/20 07:23 AM,07/01/20 07:23 AM,canceled,3.25.9, Rodrigues das Pedras,SP,Vila Paris,01/13/20 10:36 AM,247.168855496826,8,2718.85741046508,11,402,organic_search
07/27/18 09:22 AM,01/18/21 11:23 AM,,active,4.25.4, Gonçalves das Pedras,GO,Ermelinda,01/18/21 11:23 AM,215.733537195961,11,1294.40122317576,6,31,organic_search
06/05/17 06:31 AM,01/24/21 11:23 AM,,active,3.21.9, Moreira do Oeste,AP,Nossa Senhora Da Conceição,01/24/21 11:23 AM,214.349000775124,6,1714.792006201,8,25,organic_search
06/12/20 08:49 AM,01/16/21 11:23 AM,,active,3.21.7, Novaes,RR,Vila Esplanada,01/16/21 11:23 AM,198.976374998242,6,1591.81099998594,8,33,telegram_whatsapp
08/30/20 03:09 AM,01/16/21 11:23 AM,,active,3.34.9, Ramos de Sales,MT,Ambrosina,01/16/21 11:23 AM,250.717471079073,8,1253.58735539536,5,33,paid_search
01/25/20 04:42 PM,01/24/21 11:23 AM,,active,4.48.7, Alves da Praia,TO,Vila Engenho Nogueira,01/24/21 11:23 AM,269.915937052095,6,0.0,0,25,organic_search
08/23/16 10:22 AM,01/16/21 11:23 AM,,active,4.21.8, da Mata do Norte,MA,Conjunto São Francisco De Assis,01/16/21 11:23 AM,225.177044582517,9,1125.88522291259,5,33,direct
12/24/20 11:57 AM,12/27/20 07:57 AM,12/27/20 07:57 AM,canceled,3.-7.8, Carvalho,PI,Gutierrez,12/26/20 05:04 PM,245.844007075108,9,0.0,0,53,crm
05/29/16 01:14 AM,01/11/21 11:23 AM,,active,2.8.9, Teixeira,PR,Carmo,01/11/21 11:23 AM,196.760028020905,8,1574.08022416724,8,38,direct
07/23/17 05:28 PM,01/25/21 11:23 AM,,active,3.11.3, Silveira,RJ,Savassi,01/25/21 11:23 AM,179.253911394133,9,1075.5234683648,6,24,none
12/06/19 01:41 PM,01/10/21 11:23 AM,,active,2.23.4, Castro de da Mata,PI,Vista Do Sol,01/10/21 11:23 AM,166.832289972375,13,333.664579944749,2,39,telegram_whatsapp
09/03/16 08:50 PM,01/13/21 11:23 AM,,paused,3.24.8, Ramos do Amparo,MG,Boa Esperança,01/13/21 11:23 AM,203.02248121779,5,1015.11240608895,5,36,organic_search
04/23/16 07:38 PM,01/15/21 11:23 AM,,paused,4.28.10, Melo Alegre,PI,Vila Olhos D'água,01/15/21 11:23 AM,198.072652173199,15,1782.65386955879,9,34,organic_search
08/03/18 02:27 AM,01/11/21 11:23 AM,,active,1.27.3, Costela,PI,Vila Paraíso,01/11/21 11:23 AM,221.500822029131,9,1329.00493217479,6,38,organic_search
10/31/17 01:09 AM,01/19/21 11:23 AM,,active,3.21.4, Aragão do Norte,RN,Solar Do Barreiro,01/19/21 11:23 AM,196.637557720113,5,589.912673160338,3,30,direct
04/23/17 04:30 PM,01/14/21 11:23 AM,,active,5.24.5, Fernandes,AL,São Marcos,01/14/21 11:23 AM,250.022526495812,10,2250.20273846231,9,35,organic_search
03/17/20 12:03 AM,01/18/21 11:23 AM,,active,2.26.6, Almeida,TO,Tupi B,01/18/21 11:23 AM,231.76219055899,9,2549.38409614889,11,31,organic_search
05/07/17 11:41 AM,01/18/21 11:23 AM,,paused,1.34.14, Peixoto,PE,Santo André,01/18/21 11:23 AM,209.475597901584,12,1885.28038111426,9,31,telegram_whatsapp
11/04/19 03:28 PM,01/12/21 11:23 AM,,active,3.17.12, Ramos,RJ,São Jorge 3ª Seção,01/12/21 11:23 AM,193.827450656727,9,581.482351970181,3,37,paid_search
01/08/18 02:26 AM,01/02/21 11:23 AM,,active,5.23.4, Costa do Sul,MG,Vila Jardim Alvorada,01/02/21 11:23 AM,198.659347914126,2,198.659347914126,1,47,crm
09/05/18 06:23 AM,01/20/21 11:23 AM,,active,2.23.8, Fernandes de Aragão,DF,Serrano,01/20/21 11:23 AM,149.738931765941,11,748.694658829703,5,29,paid_search
11/09/17 08:52 PM,01/14/21 11:23 AM,,active,2.1.11, Ribeiro,RS,Dona Clara,01/14/21 11:23 AM,214.058103750589,7,642.174311251767,3,35,organic_search
07/12/18 06:50 PM,01/19/21 11:23 AM,,active,4.26.11, Cardoso,TO,Vila União,01/19/21 11:23 AM,244.397767452079,10,1710.78437216456,7,30,paid_search
05/22/16 07:10 AM,01/11/21 11:23 AM,,active,4.24.13, Monteiro,SC,Vila Aeroporto Jaraguá,01/11/21 11:23 AM,215.143621332163,9,1721.14897065731,8,38,crm
12/11/20 10:32 AM,01/19/21 11:23 AM,,active,4.15.10, Cardoso,GO,Taquaril,01/19/21 11:23 AM,215.196751970308,10,430.393503940616,2,30,telegram_whatsapp
06/10/19 03:16 PM,01/10/21 11:23 AM,,active,3.17.9, Pires,GO,Teixeira Dias,01/10/21 11:23 AM,188.930221593231,11,1511.44177274585,8,39,paid_search
10/18/20 02:51 AM,01/23/21 11:23 AM,,active,6.37.5, Nunes,MA,Caetano Furquim,01/23/21 11:23 AM,225.313279267374,10,675.939837802122,3,26,organic_search
01/01/17 04:52 AM,01/19/21 11:23 AM,,active,2.15.8, Duarte Verde,AC,Santa Monica,01/19/21 11:23 AM,204.736722878453,6,204.736722878453,1,30,organic_search
06/14/19 12:47 AM,01/07/21 11:23 AM,,active,4.27.8, Campos,MG,Jardim Guanabara,01/07/21 11:23 AM,203.931103697124,5,1631.44882957699,8,42,none
03/01/16 04:25 PM,01/09/21 11:23 AM,,active,4.13.9, da Mota do Galho,AP,Frei Leopoldo,01/09/21 11:23 AM,225.531904143407,8,2480.85094557747,11,40,paid_search
05/09/18 06:23 PM,01/04/21 11:23 AM,,paused,6.6.10, da Rosa,SP,Aarão Reis,01/04/21 11:23 AM,196.216922414225,12,1765.95230172803,9,45,organic_search
02/17/17 06:15 PM,01/16/21 11:23 AM,,active,4.25.3, Rezende,RO,Suzana,01/16/21 11:23 AM,204.06163210311,12,0.0,0,33,telegram_whatsapp
12/04/16 04:12 AM,01/16/21 11:23 AM,,paused,3.0.6, Gomes,ES,Canaa,01/16/21 11:23 AM,263.6271896478,8,527.254379295599,2,33,crm
09/11/18 05:59 AM,01/12/21 11:23 AM,,active,0.36.7, Farias,GO,Alípio De Melo,01/12/21 11:23 AM,226.408087792231,11,1132.04043896115,5,37,organic_search
04/10/18 10:59 AM,01/18/21 11:23 AM,,active,4.16.7, Pinto,RJ,Grotinha,01/18/21 11:23 AM,203.169262476649,7,2031.69262476649,10,31,paid_search
11/23/18 04:57 PM,01/01/21 11:23 AM,,active,4.35.2, Costa de da Rocha,PE,Pompéia,01/01/21 11:23 AM,203.390034502083,9,406.780069004166,2,48,direct
09/17/17 12:55 AM,01/05/21 11:23 AM,,active,3.17.12, Santos de Lima,AL,São Marcos,01/05/21 11:23 AM,229.413614517833,7,1147.06807258916,5,44,telegram_whatsapp
03/15/19 06:19 AM,01/22/21 11:23 AM,,paused,3.28.8, Castro,TO,Jardinópolis,01/22/21 11:23 AM,225.607038145383,11,2481.67741959921,11,27,organic_search
08/06/20 02:27 PM,02/14/21 02:14 PM,02/14/21 02:14 PM,canceled,4.39.10, Cunha da Serra,PE,Outro,01/27/21 07:58 AM,227.953426697979,9,1367.72056018788,6,22,direct
05/16/18 07:22 AM,01/12/21 11:23 AM,,active,4.16.10, Pereira do Sul,RS,Padre Eustáquio,01/12/21 11:23 AM,191.470398573051,8,1723.23358715746,9,37,paid_search
06/09/16 06:33 PM,01/14/21 11:23 AM,,paused,3.27.5, Aragão de Barros,AP,Conjunto Novo Dom Bosco,01/14/21 11:23 AM,228.492269781628,5,1827.93815825302,8,35,organic_search
11/07/17 01:48 PM,01/22/21 11:23 AM,,active,3.36.9, Lopes de Goiás,MS,Flamengo,01/22/21 11:23 AM,206.311884596581,11,618.935653789744,3,27,paid_search
05/01/18 05:26 AM,01/10/21 11:23 AM,,active,4.26.4, da Cruz,MT,Jardim Do Vale,01/10/21 11:23 AM,241.844216344849,6,2176.59794710364,9,39,telegram_whatsapp
06/09/20 02:10 PM,01/10/21 11:23 AM,,active,5.29.7, Cardoso,SC,Beira Linha,01/10/21 11:23 AM,208.236330598653,8,1665.89064478922,8,39,organic_search
07/14/19 10:28 PM,01/14/21 11:23 AM,,active,4.40.8, Cardoso,AL,Vila Petropolis,01/14/21 11:23 AM,195.684018880526,16,1369.78813216368,7,35,organic_search
07/15/17 02:59 AM,01/16/21 11:23 AM,,active,3.23.11, Dias Alegre,RO,Canaa,01/16/21 11:23 AM,194.971289482094,12,1364.79902637466,7,33,crm
05/11/18 01:01 AM,01/15/21 11:23 AM,,active,5.30.10, Oliveira da Praia,RN,Sion,01/15/21 11:23 AM,221.91002813131,15,1997.19025318179,9,34,organic_search
01/10/19 05:57 PM,01/07/21 11:23 AM,,active,4.31.9, da Mota,SC,Vila Puc,01/07/21 11:23 AM,225.150716485616,9,225.150716485616,1,42,paid_search
12/26/18 06:48 AM,01/16/21 11:23 AM,,active,3.14.8, Gonçalves da Serra,RJ,Pongelupe,01/16/21 11:23 AM,220.315519758742,13,220.315519758742,1,33,telegram_whatsapp
12/02/19 06:34 PM,01/19/21 11:23 AM,,active,3.21.9, Almeida das Pedras,RR,Vila Santo Antônio,01/19/21 11:23 AM,220.738868473189,8,441.477736946378,2,30,organic_search
03/10/19 06:44 PM,01/19/21 11:23 AM,,active,5.19.9, Viana,ES,São Marcos,01/19/21 11:23 AM,206.758328389009,5,2274.3416122791,11,30,telegram_whatsapp
10/22/18 12:35 PM,01/17/21 11:23 AM,,active,3.58.12, Monteiro,PR,Vila Betânia,01/17/21 11:23 AM,211.94478729931,9,635.834361897931,3,32,organic_search
07/22/20 09:47 AM,01/02/21 11:23 AM,,active,5.25.7, Moura,AL,Distrito Industrial Do Jatoba,01/02/21 11:23 AM,208.786219484023,12,1252.71731690414,6,47,paid_search
07/15/16 12:32 AM,01/31/21 11:23 AM,,active,2.29.5, Gomes,DF,Vila Santa Rosa,01/31/21 11:23 AM,233.586611903543,11,1635.1062833248,7,18,direct
11/21/17 05:10 PM,01/13/21 11:23 AM,,active,4.26.13, Rodrigues,RN,São Bento,01/13/21 11:23 AM,201.460080869825,8,402.92016173965,2,36,none
07/07/17 06:17 PM,01/17/21 11:23 AM,,active,2.35.8, Nascimento de Rodrigues,PE,Conjunto São Francisco De Assis,01/17/21 11:23 AM,293.090573961426,15,2051.63401772998,7,32,organic_search
08/28/19 03:39 AM,01/09/21 11:23 AM,,active,4.35.11, da Paz,GO,Horto Florestal,01/09/21 11:23 AM,179.173973076122,13,895.869865380611,5,40,direct
03/18/16 03:50 PM,01/16/21 11:23 AM,,active,5.33.10, Araújo,AP,Pantanal,01/16/21 11:23 AM,186.785342265404,5,1867.85342265404,10,33,organic_search
12/26/19 10:38 AM,01/12/21 11:23 AM,,active,3.41.10, Oliveira,PR,Vila Formosa,01/12/21 11:23 AM,224.616962530641,9,224.616962530641,1,37,direct
03/02/18 08:11 PM,10/31/18 09:32 PM,10/31/18 09:32 PM,canceled,3.36.10, Jesus da Prata,MG,Cabana Do Pai Tomás,10/29/18 12:05 PM,219.518507805488,5,1536.62955463841,7,842,crm
05/28/19 08:23 PM,01/06/21 11:23 AM,,active,3.26.10, Melo Grande,AP,Senhor Dos Passos,01/06/21 11:23 AM,203.222389155433,7,1625.77911324347,8,43,organic_search
08/05/17 05:31 PM,01/10/21 11:23 AM,,active,2.18.9, Sales do Oeste,AL,Vila Jardim Leblon,01/10/21 11:23 AM,187.664829770371,6,1125.98897862223,6,39,telegram_whatsapp
10/28/17 03:35 AM,01/18/21 11:23 AM,,active,3.42.12, Caldeira,AC,Itaipu,01/18/21 11:23 AM,208.50909640335,11,625.527289210049,3,31,crm
04/08/17 11:17 AM,01/10/21 11:23 AM,,active,3.34.9, Novaes Paulista,TO,Horto,01/10/21 11:23 AM,211.003875419937,8,2110.03875419937,10,39,organic_search
05/08/16 04:33 AM,01/22/21 11:23 AM,,active,3.23.8, Rocha do Sul,RJ,Cônego Pinheiro 2ª Seção,01/22/21 11:23 AM,216.402788571995,3,1947.62509714795,9,27,organic_search
11/30/17 05:45 PM,01/14/21 11:23 AM,,active,4.33.5, Azevedo de Aragão,SC,Vila Nova Gameleira 2ª Seção,01/14/21 11:23 AM,198.976303163762,11,397.952606327525,2,35,direct
10/11/19 03:00 PM,01/07/21 11:23 AM,,active,4.17.9, Pinto,PA,Vila Nova Dos Milionarios,01/07/21 11:23 AM,260.274023786146,13,1041.09609514459,4,42,paid_search
09/21/16 09:15 PM,02/04/21 11:23 AM,,active,2.33.8, Jesus de Ramos,PR,Alto Vera Cruz,02/04/21 11:23 AM,221.280663918421,7,885.122655673686,4,14,organic_search
09/11/19 12:16 PM,01/16/21 11:23 AM,,active,2.63.3, Monteiro,GO,União,01/16/21 11:23 AM,172.306353137809,7,861.531765689043,5,33,direct
06/17/18 10:51 PM,01/13/21 11:23 AM,,active,1.23.7, Melo da Mata,DF,Vila São Rafael,01/13/21 11:23 AM,221.88568139677,4,1775.08545117416,8,36,direct
01/25/21 05:36 PM,01/14/21 11:23 AM,,paused,3.40.4, Fogaça de Araújo,ES,Cinquentenário,01/14/21 11:23 AM,258.030819777182,9,0.0,0,35,organic_search
07/25/20 01:21 AM,01/14/21 11:23 AM,,active,4.-2.5, Aragão Paulista,ES,Boa União 2ª Seção,01/14/21 11:23 AM,207.348061720835,6,1244.08837032501,6,35,organic_search
12/20/19 12:19 PM,01/22/21 11:23 AM,,active,4.13.9, Cardoso,PB,Suzana,01/22/21 11:23 AM,232.696097982651,12,232.696097982651,1,27,direct
12/20/17 07:12 PM,01/16/21 11:23 AM,,active,4.36.9, Aragão,RN,Diamante,01/16/21 11:23 AM,221.921964150188,12,221.921964150188,1,33,organic_search
07/08/16 09:16 AM,01/10/21 11:23 AM,,active,6.42.2, Ribeiro de Vieira,TO,Vila São Rafael,01/10/21 11:23 AM,194.051631745727,9,1358.36142222009,7,39,organic_search
11/28/18 08:38 AM,01/04/21 11:23 AM,,active,4.9.8, Vieira da Praia,AP,Vila Paquetá,01/04/21 11:23 AM,226.60725075127,8,453.21450150254,2,45,organic_search
09/10/18 04:12 AM,01/09/21 11:23 AM,,active,3.49.5, Moreira dos Dourados,SP,Das Industrias I,01/09/21 11:23 AM,237.566424555979,12,1187.8321227799,5,40,none
03/16/20 05:42 AM,01/22/21 11:23 AM,,active,4.31.9, Alves da Praia,GO,Horto,01/22/21 11:23 AM,217.80374582122,9,2395.84120403342,11,27,crm
10/07/19 12:58 AM,01/22/21 11:23 AM,,paused,3.27.11, da Mota das Flores,SE,Dona Clara,01/22/21 11:23 AM,199.743348135217,6,798.97339254087,4,27,paid_search
08/26/17 08:02 AM,01/25/21 11:23 AM,,active,6.33.10, Lopes,BA,Graça,01/25/21 11:23 AM,249.573578360242,4,1247.86789180121,5,24,paid_search
07/23/18 11:11 AM,01/14/21 11:23 AM,,active,4.46.9, Monteiro,RN,Boa Esperança,01/14/21 11:23 AM,214.233174452835,9,1285.39904671701,6,35,organic_search
05/13/17 08:54 AM,01/14/21 11:23 AM,,active,4.23.12, Costela,PB,Vila Nova Dos Milionarios,01/14/21 11:23 AM,218.797821496672,8,1969.18039347005,9,35,paid_search
01/20/17 01:00 PM,01/21/21 11:23 AM,,active,3.25.7, Campos de Goiás,RJ,Ernesto Nascimento,01/21/21 11:23 AM,194.257481662045,3,0.0,0,28,direct
10/15/18 06:47 PM,01/11/21 11:23 AM,,active,4.36.7, Martins,ES,Indaiá,01/11/21 11:23 AM,232.404459958488,6,929.617839833952,4,38,direct
05/18/16 06:01 PM,01/06/21 11:23 AM,,active,4.10.3, Alves de Sales,MT,Boa Viagem,01/06/21 11:23 AM,205.516829648381,12,1644.13463718705,8,43,none
09/19/17 03:19 AM,01/17/21 11:23 AM,,active,4.39.7, da Mota,GO,Vila São João Batista,01/17/21 11:23 AM,202.211132548695,10,808.844530194779,4,32,direct
01/06/21 06:27 PM,01/13/21 11:23 AM,,active,4.20.9, Costela,SP,Jonas Veiga,01/13/21 11:23 AM,180.131427556237,10,180.131427556237,1,36,organic_search
02/28/20 08:10 AM,01/10/21 11:23 AM,,active,5.15.6, Melo da Prata,SE,Lagoa,01/10/21 11:23 AM,214.749796563482,3,2362.24776219831,11,39,organic_search
05/21/18 03:04 PM,01/18/21 11:23 AM,,active,6.11.6, Almeida,RO,Jatobá,01/18/21 11:23 AM,188.534896539102,6,1508.27917231282,8,31,direct
02/01/19 09:08 PM,01/14/21 11:23 AM,,active,4.27.7, Lopes,RS,Grajaú,01/14/21 11:23 AM,230.752155275604,10,0.0,0,35,paid_search
11/10/19 12:09 AM,01/15/21 11:23 AM,,active,2.31.-1, Silveira do Sul,SE,Acaba Mundo,01/15/21 11:23 AM,203.372450972102,9,610.117352916305,3,34,direct
12/07/18 07:34 AM,01/17/21 11:23 AM,,active,3.35.12, Porto,MT,Santa Cruz,01/17/21 11:23 AM,232.662264347983,17,465.324528695967,2,32,crm
06/07/16 04:39 PM,01/23/21 11:23 AM,,active,4.28.6, Souza,PA,Laranjeiras,01/23/21 11:23 AM,224.041457752312,7,1792.3316620185,8,26,crm
02/15/21 05:16 AM,01/15/21 11:23 AM,,active,4.9.6, Araújo das Flores,BA,Calafate,01/15/21 11:23 AM,232.359012795477,12,0.0,0,34,direct
03/03/16 12:03 AM,01/08/21 11:23 AM,,paused,3.26.6, Fogaça,MT,Bandeirantes,01/08/21 11:23 AM,217.634708936902,11,2393.98179830592,11,41,organic_search
12/12/18 06:22 PM,01/19/21 11:23 AM,,active,4.29.8, Moreira do Galho,CE,Horto Florestal,01/19/21 11:23 AM,196.289691097303,11,392.579382194606,2,30,direct
04/07/16 07:19 AM,01/12/21 11:23 AM,,active,3.49.5, Pinto de Pinto,SE,Lorena,01/12/21 11:23 AM,219.632035467166,6,2196.32035467166,10,37,direct
07/10/18 10:22 PM,01/15/21 11:23 AM,,active,4.19.8, Farias de Goiás,RS,São Benedito,01/15/21 11:23 AM,186.219424905136,7,1303.53597433595,7,34,organic_search
09/03/17 09:31 AM,07/18/20 02:49 PM,07/18/20 02:49 PM,canceled,4.35.12, Castro do Sul,AC,Vila Primeiro De Maio,11/02/18 06:44 PM,253.811797570096,7,2538.11797570096,10,838,none
05/03/17 09:07 PM,01/05/21 11:23 AM,,paused,4.35.8, da Luz de Campos,TO,Anchieta,01/05/21 11:23 AM,232.983713427041,5,2096.85342084337,9,44,paid_search
06/05/20 07:19 AM,01/17/21 11:23 AM,,active,4.36.4, Fogaça da Mata,TO,Bonfim,01/17/21 11:23 AM,227.488767939876,7,1819.91014351901,8,32,crm
06/20/16 12:48 AM,01/19/21 11:23 AM,,active,3.19.10, Lopes,AP,Venda Nova,01/19/21 11:23 AM,255.966453015964,14,1791.76517111175,7,30,organic_search
12/15/19 09:54 AM,01/20/21 11:23 AM,,active,2.7.4, Costela,PB,Itaipu,01/20/21 11:23 AM,222.541130778963,9,445.082261557925,2,29,organic_search
05/06/18 05:32 PM,01/26/21 11:23 AM,,active,4.31.5, Fogaça Verde,RR,Caiçara - Adelaide,01/26/21 11:23 AM,234.89950961087,7,2114.09558649783,9,23,direct
07/14/19 11:29 PM,01/13/21 11:23 AM,,active,3.31.4, Rezende,PA,Vila Rica,01/13/21 11:23 AM,243.76917801345,13,1706.38424609415,7,36,crm
08/13/18 08:53 PM,05/08/19 12:13 AM,05/08/19 12:13 AM,canceled,3.21.11, Teixeira,GO,Trevo,11/14/18 03:21 AM,182.196370885561,12,1457.57096708449,8,827,telegram_whatsapp
07/01/19 02:31 PM,01/17/21 11:23 AM,,active,4.37.3, Oliveira,PI,Cidade Jardim,01/17/21 11:23 AM,209.27437339984,12,1464.92061379888,7,32,direct
06/18/17 05:22 PM,01/20/21 11:23 AM,,active,3.23.6, Moraes de Mendes,PE,Marieta 2ª Seção,01/20/21 11:23 AM,224.697407853846,10,1572.88185497692,7,29,direct
12/12/18 04:56 PM,01/22/21 11:23 AM,,active,4.26.8, Cavalcanti,DF,Vila Nova Cachoeirinha 1ª Seção,01/22/21 11:23 AM,210.065936127643,13,420.131872255285,2,27,direct
08/02/19 03:40 AM,01/22/21 11:23 AM,,active,4.32.10, Azevedo do Sul,RN,Casa Branca,01/22/21 11:23 AM,218.411551649771,10,1310.46930989862,6,27,telegram_whatsapp
07/20/19 05:12 AM,01/13/21 11:23 AM,,active,4.14.6, Cunha,PI,Cidade Nova,01/13/21 11:23 AM,199.991349016708,7,1199.94809410025,6,36,organic_search
03/06/17 02:15 AM,01/25/21 11:23 AM,,active,3.30.8, Correia de Melo,BA,Vila Nova Dos Milionarios,01/25/21 11:23 AM,222.853455820482,5,2451.3880140253,11,24,paid_search
03/21/18 03:45 PM,01/11/21 11:23 AM,,active,3.21.10, Rezende,SC,Ouro Preto,01/11/21 11:23 AM,222.906890261789,12,2229.06890261789,10,38,crm
11/28/17 05:19 AM,01/15/21 11:23 AM,,active,3.23.7, Santos,PB,Miramar,01/15/21 11:23 AM,221.660516898142,15,443.321033796284,2,34,paid_search
08/25/18 04:16 AM,01/22/21 11:23 AM,,paused,5.15.9, da Paz do Amparo,RR,Virgínia,01/22/21 11:23 AM,174.505215066686,7,872.526075333428,5,27,direct
08/30/20 12:09 PM,01/07/21 11:23 AM,,paused,3.37.4, Barros do Sul,CE,Vale Do Jatoba,01/07/21 11:23 AM,210.632696711075,14,1053.16348355538,5,42,organic_search
06/04/19 02:22 PM,01/16/21 11:23 AM,,paused,3.31.10, Rezende,PE,Vitoria,01/16/21 11:23 AM,201.781859668269,8,1614.25487734615,8,33,organic_search
02/07/21 04:09 AM,01/16/21 11:23 AM,,active,4.33.7, Duarte de Pereira,SC,Santa Efigênia,01/16/21 11:23 AM,241.278245308254,7,0.0,0,33,telegram_whatsapp
01/05/17 04:08 AM,01/20/21 11:23 AM,,active,4.31.6, da Cunha,SE,Jardim Atlântico,01/20/21 11:23 AM,234.364137829337,9,234.364137829337,1,29,organic_search
03/21/20 08:43 AM,01/12/21 11:23 AM,,paused,6.13.6, Vieira do Sul,AL,Floresta,01/12/21 11:23 AM,205.864099413588,7,2058.64099413588,10,37,crm
01/30/21 09:13 AM,01/14/21 11:23 AM,,active,4.31.5, Moura das Pedras,RO,Morro Dos Macacos,01/14/21 11:23 AM,188.958288737939,8,0.0,0,35,paid_search
04/16/16 11:25 AM,01/19/21 11:23 AM,,active,4.48.12, Cunha das Flores,AM,Vila Inestan,01/19/21 11:23 AM,189.835850992331,5,1898.35850992331,10,30,direct
04/18/17 07:21 PM,01/07/21 11:23 AM,,active,3.23.11, Ferreira da Praia,TO,Providencia,01/07/21 11:23 AM,229.096274526183,5,2061.86647073564,9,42,crm
12/19/18 08:42 PM,01/16/21 11:23 AM,,active,3.8.8, Porto,RS,Nossa Senhora Da Conceição,01/16/21 11:23 AM,236.557098102864,9,236.557098102864,1,33,paid_search
02/09/20 06:47 AM,01/09/21 11:23 AM,,active,3.12.7, da Rocha,RN,Vila São João Batista,01/09/21 11:23 AM,206.428612497691,10,0.0,0,40,direct
06/13/16 10:52 PM,01/22/21 11:23 AM,,active,4.39.11, Nogueira,PB,Milionario,01/22/21 11:23 AM,222.517771676715,2,1780.14217341372,8,27,crm
12/16/16 04:58 AM,01/22/21 11:23 AM,,active,5.26.6, da Cruz do Galho,MS,Palmares,01/22/21 11:23 AM,197.786524601547,8,395.573049203094,2,27,organic_search
12/06/20 10:09 AM,01/20/21 11:23 AM,,active,4.15.9, Gomes,SE,Brasil Industrial,01/20/21 11:23 AM,239.276801422554,8,478.553602845108,2,29,organic_search
